,runid,name,normal_class,loss_mode,noise_mode,test_rocauc
701,134v1uox,mvtec_fcdd_20220515135348.normal_13.it_1,13,pixel-level-balanced,mvtec_gt,"[0.8583329266647338, 0.9076785538488554, 0.958621322638955, 0.9759709823907794, 0.9563125219795333, 0.9637545425994886, 0.9548403921216744, 0.9559326832337214, 0.972147030169555, 0.9659648373623855, 0.9684658811433141, 0.9531875652855153, 0.9594453953763578, 0.9514872685185185, 0.9630113900511391, 0.9599780686016437, 0.9667187782664928, 0.9582930252986144, 0.9568831672920171, 0.9506203078184987, 0.9676789931222965, 0.9690737145053666, 0.9603247549019608, 0.9483809146868588, 0.9592936589840615, 0.9474003478260868, 0.9490196971940896, 0.948669783776058, 0.9478649602296513, 0.9435768709598598, 0.9561022936873581, 0.9664256183750575, 0.9642860035803099, 0.9538744212962962, 0.9538113917937295, 0.9718640286567033, 0.9559507320933914, 0.9594993655880251, 0.9493793696950429, 0.9611385824774947, 0.9665472484089668, 0.9486139045556197, 0.9589004745254747, 0.9526405319724736, 0.9721796695480905, 0.9617299966521593, 0.965366467442592, 0.9519793072424652, 0.9583493511569983, 0.9629839499660915, 0.9560898909787211]"
703,3h7vy6sg,mvtec_fcdd_20220515135339.normal_5.it_0,5,pixel-level-balanced,mvtec_gt,"[0.9597699266629538, 0.9799043062200956, 0.9848979591836735, 0.9812303727709324, 0.9818764172335601, 0.9827354185125128, 0.9754343021214187, 0.9838198687485856, 0.9845566702875953, 0.9786373281902795, 0.980446170319588, 0.9769213891049807, 0.9847822874138664, 0.9843220010610965, 0.9845240122615804, 0.9873220962178018, 0.982853541128632, 0.9802955908603187, 0.9778827445556624, 0.9833446634942216, 0.9842415566770186, 0.9871514420054813, 0.9836255312689739, 0.9786507936507935, 0.9858033773249303, 0.9832405821917808, 0.9866884680202231, 0.9799036281179139, 0.990961568143232, 0.9820124716553289, 0.9780989857676975, 0.984945252929791, 0.9856155850039642, 0.9859768818119891, 0.9815544107629427, 0.9875048828366438, 0.9823118645556556, 0.9869557823129251, 0.9798759165256627, 0.9832226818686308, 0.981973758125351, 0.9776333377014808, 0.9773473779589987, 0.9790903865803815, 0.9868455200981117, 0.9824253638173774, 0.9858012602179836, 0.9806103776366469, 0.9889158338232412, 0.9803450373073442, 0.9826743747936881]"
708,3qfabbzj,mvtec_fcdd_20220515135348.normal_13.it_0,13,pixel-level-balanced,mvtec_gt,"[0.677455172413793, 0.9175717773848615, 0.9627325217391305, 0.9389241899968543, 0.9606505326570262, 0.9634772895318912, 0.958431564920707, 0.955925925925926, 0.973655391195635, 0.9633566035968225, 0.9646649502020668, 0.9645765215651559, 0.973892732450319, 0.9726054834259944, 0.9670088298604501, 0.9603554826183731, 0.9616393192896935, 0.9649043225627026, 0.9637464141521462, 0.9740282334228054, 0.9727854205620494, 0.9706117770606014, 0.9742701229609732, 0.962739054844318, 0.9658038100405703, 0.9592939814814815, 0.9735588860916469, 0.9605645798756851, 0.9585030056234244, 0.9630072366657733, 0.962245950917493, 0.960015512895094, 0.967376533501101, 0.967416321087469, 0.9658463816232222, 0.9714894837725419, 0.9619592602519432, 0.9700267472487085, 0.9670080403149915, 0.9455592664315405, 0.9746547297321292, 0.947788549940615, 0.9662819103281384, 0.9665972745363283, 0.9673787378529544, 0.9661025162251131, 0.9650644856873232, 0.9686567378328742, 0.9638650434782607, 0.9798983478432925, 0.9641132099996482]"
709,26l6lwxc,mvtec_fcdd_20220515135339.normal_4.it_2,4,pixel-level-balanced,mvtec_gt,"[0.8329008403361344, 0.9379846144453263, 0.9221854569286594, 0.9418791946308724, 0.9480872483221476, 0.9722082213261649, 0.9699019772117963, 0.9762702133767104, 0.972668651771805, 0.9626116621640275, 0.9695805369127516, 0.9648331974615962, 0.9737353433835847, 0.9752571620842145, 0.9564266487213997, 0.9819844995901333, 0.9720376249728855, 0.9619546961487344, 0.9694578423591184, 0.9706013860943439, 0.9803225754887386, 0.9730104715865111, 0.9763524865591398, 0.9776134453781513, 0.9655417273984377, 0.9613682153977654, 0.9735165940328528, 0.9824594187190892, 0.975351268402628, 0.9755832600486266, 0.9646893332693937, 0.9820217601907743, 0.9724579996483319, 0.9725700538344738, 0.9765765008960574, 0.9788999184769578, 0.9863146062984361, 0.9752997051501615, 0.9673546218487395, 0.9811572086286275, 0.9705454951933825, 0.9848867388195413, 0.9705714828175434, 0.9730885311871227, 0.9842023322547164, 0.9762277367911171, 0.9809754560566717, 0.9747695219488369, 0.9701904878197692, 0.9633054159687325, 0.9724839893742926]"
713,1jidqhlk,mvtec_fcdd_20220515135339.normal_4.it_1,4,pixel-level-balanced,mvtec_gt,"[0.8355821478722755, 0.9538515641234675, 0.9775211958946899, 0.9725016767270289, 0.9696909940644042, 0.9676289562462981, 0.9797651006711409, 0.9651613384007749, 0.9860718294051627, 0.982561960538038, 0.9813798592493298, 0.975638440860215, 0.9809892328398385, 0.980688672922252, 0.9735803091397849, 0.9701019034801, 0.9884221605587982, 0.9852045410406257, 0.978764732514495, 0.9813781512605042, 0.9768288590604026, 0.9747598267235729, 0.9771219912064983, 0.9844312839611697, 0.9723501112203197, 0.9685866971662952, 0.9779468680171167, 0.9701323726541554, 0.9823154362416108, 0.9753521126760564, 0.9788590604026846, 0.9769630872483221, 0.9891241017673335, 0.9875609989474692, 0.979123707220384, 0.9768959731543624, 0.9891936660685059, 0.9692177239652147, 0.9802519269567016, 0.9768557305630027, 0.9651653454333585, 0.9789364430062886, 0.98283945027822, 0.9791848129536572, 0.9761023224503533, 0.9741476322272575, 0.9874706867671692, 0.9766163990475609, 0.966425100536193, 0.9652312332439679, 0.9765146982540938]"
714,2bqooaee,mvtec_fcdd_20220515135348.normal_12.it_2,12,pixel-level-balanced,mvtec_gt,"[0.7253444497888942, 0.7811687033819392, 0.7870376036284332, 0.7748334346097039, 0.8311777117329495, 0.8653155383779214, 0.8636416465914375, 0.9094658175645656, 0.9288234465447467, 0.9324870583148729, 0.9357956398333233, 0.9167321185178053, 0.9328583437142366, 0.9480131591332237, 0.9500918612404089, 0.9484610610438425, 0.9573809062116218, 0.9459782473049121, 0.9443129499132299, 0.9610533369069955, 0.9586603368201257, 0.9577947428839974, 0.9575265668948172, 0.9546511136469296, 0.9464342344017873, 0.9667120626911656, 0.9586529636093336, 0.9568322790009858, 0.9557103485571259, 0.9471839901153546, 0.9682500327141745, 0.9424413138552139, 0.9640058642131338, 0.9409360570600263, 0.9506740649024246, 0.9606073971715647, 0.9601092467136256, 0.9587908841050193, 0.9503377110694183, 0.970946127043688, 0.9575490872280107, 0.9662574036920064, 0.9615895058283038, 0.9639809167220244, 0.9563765927894197, 0.9736201901398371, 0.95186768802599, 0.9620170300138896, 0.963036793187396, 0.9550826952153884, 0.9540542075824694]"
719,3by9wdrg,mvtec_fcdd_20220515135339.normal_4.it_0,4,pixel-level-balanced,mvtec_gt,"[0.7250695115458184, 0.9317252931323283, 0.866352502152904, 0.9309285562212962, 0.90245174752217, 0.9314060687465657, 0.8658702224299338, 0.9098846083399474, 0.9709658103430648, 0.9713478991596639, 0.9071506367292225, 0.9248885768361926, 0.9087398498076805, 0.9102019524554734, 0.9063892251036544, 0.9179506652451402, 0.9584705487961193, 0.8808739721165033, 0.8801098275182193, 0.8717193808882908, 0.9628877628489204, 0.8943058823529413, 0.9655525747075043, 0.9736151919701839, 0.856750418760469, 0.9498487903225807, 0.9387172599059771, 0.9597754256272402, 0.9443565274380985, 0.9607185817672694, 0.9423583109318996, 0.9627247347850363, 0.9614617381272833, 0.96629243697479, 0.9532480615422187, 0.9257142857142858, 0.9350845594969168, 0.9647961680100949, 0.9493231951871657, 0.9612510106288576, 0.9689591700133868, 0.9773918885367527, 0.9731546621998883, 0.9606172839506173, 0.9497411764705883, 0.9330057123655914, 0.9519865546218487, 0.957061388795706, 0.9547656308219687, 0.9791946308724833, 0.9534174478090761]"
720,c3dp9wuy,mvtec_fcdd_20220515135348.normal_12.it_1,12,pixel-level-balanced,mvtec_gt,"[0.6890904512862213, 0.7613918128654972, 0.7263313024902429, 0.7549065994441213, 0.7239032515597433, 0.7836823248800008, 0.7693399811041735, 0.8344405129165477, 0.8486136659338687, 0.9036030438711797, 0.915540869125428, 0.9380347235671401, 0.9500734286756226, 0.9556835369400815, 0.9542817391304348, 0.9549581005586592, 0.9582516090243349, 0.9472561403508771, 0.9663102014956179, 0.9658116219362852, 0.9602007781638896, 0.968916083916084, 0.946503300014348, 0.9413527973439814, 0.9571836257309942, 0.9603085049357364, 0.9436712184873949, 0.9650923976608189, 0.9647389163602553, 0.9584890109890111, 0.9462213908450705, 0.9649214567528082, 0.9524931781336727, 0.9520995612857015, 0.9630301855083704, 0.9569160941858288, 0.947944051922445, 0.9481250483342705, 0.948763683327952, 0.9562694760614026, 0.947712432856163, 0.9541901408450706, 0.957694874218283, 0.9654769921436588, 0.9360566341790699, 0.9504905953073491, 0.9423472385428907, 0.949334213820361, 0.948858778842338, 0.9417063761601422, 0.9490544052111092]"
724,2g9nyca9,mvtec_fcdd_20220515135348.normal_12.it_0,12,pixel-level-balanced,mvtec_gt,"[0.7420146924729641, 0.7997548826751171, 0.8374427826086956, 0.8450418133802817, 0.8488921126552336, 0.8865671112731546, 0.8896839736274882, 0.8910989010989011, 0.8818495386490249, 0.9172630414220193, 0.887140385619777, 0.878204059951464, 0.9365238187576758, 0.9182314355815931, 0.9268619767432966, 0.9182564348127262, 0.945982751976336, 0.9205289739974658, 0.918011178732936, 0.9537952291610828, 0.9403161846614982, 0.9440636119023448, 0.9431482750940141, 0.9424962833688837, 0.9342320543273638, 0.914070452894799, 0.9617419061720955, 0.9418816137566137, 0.9212463146609489, 0.9410614077280745, 0.9277712970388811, 0.9418160440382662, 0.9606472708269087, 0.9272491228070175, 0.936471404409605, 0.9369107701855418, 0.9643281365135671, 0.9356586556477177, 0.9447210108583729, 0.950627903368592, 0.9408642510979336, 0.9501802292145908, 0.9508101794813669, 0.9512553504120616, 0.9360603875595667, 0.9418749323812615, 0.948780220051036, 0.9538282287733504, 0.9415946934329288, 0.9562828334598212, 0.9464348491259982]"
725,zwk0pje3,mvtec_fcdd_20220515135339.normal_3.it_2,3,pixel-level-balanced,mvtec_gt,"[0.9929854350926071, 0.9931922909550465, 0.9942082953107063, 0.9838462148121996, 0.9937180356956477, 0.9912843004948269, 0.9932148747938222, 0.9889906096376321, 0.9906334459459459, 0.9906276909829007, 0.9881469514255805, 0.9850606909430438, 0.9944176373471008, 0.9954127145438122, 0.9939405292850402, 0.993850921949571, 0.9933379053590674, 0.9927556605188184, 0.9886820830983267, 0.9958187629253619, 0.9813491525423729, 0.9947164226585247, 0.9927975282882594, 0.9945658310749774, 0.9888557060980697, 0.9895976722524914, 0.9923869174662066, 0.9900108566076294, 0.9907971996386631, 0.9917790058433184, 0.9938504137287099, 0.9906584450731948, 0.9894689588178152, 0.9919270512978227, 0.9913743184809174, 0.9909015916149069, 0.9915124179521728, 0.9906968876860622, 0.9924195376174043, 0.9925731956386732, 0.9923979276441671, 0.992839048131969, 0.9933762711864407, 0.9925966265343968, 0.9909972805670251, 0.9930101632885203, 0.9907904774638029, 0.9915768013305435, 0.9928007800883824, 0.9920757957341847, 0.9905665645434368]"
729,12gqrgce,mvtec_fcdd_20220515135348.normal_11.it_2,11,pixel-level-balanced,mvtec_gt,"[0.8743682582786453, 0.9060723077286061, 0.9509952733364267, 0.9414132642548055, 0.9448820531262319, 0.9530789648913172, 0.9387868498225035, 0.9449598954011718, 0.9633878896706014, 0.9486032203938654, 0.9232433546260045, 0.9602611730271305, 0.928431603426452, 0.941408246887559, 0.9580208962649703, 0.9508257042771776, 0.9497299428073499, 0.9444012260719818, 0.9389608739837398, 0.9698646507157145, 0.947679603887317, 0.9570771228545619, 0.9535219594594595, 0.9520891421801433, 0.9547467184685925, 0.9500129655117386, 0.9560364253742861, 0.9476253545558967, 0.9356498098724191, 0.9325667209137353, 0.9374223690153568, 0.9513945428738174, 0.9326113223639788, 0.9530199154706157, 0.9481379530449006, 0.9536908986535853, 0.9344371047877145, 0.9249169544753914, 0.9497830774426519, 0.9528321331923749, 0.944688414166073, 0.958707697184976, 0.9484836913056321, 0.954481792717087, 0.9325491525423729, 0.9515833442831556, 0.9598533046090885, 0.9611767324161921, 0.946638635121958, 0.9541028465830343, 0.9522485227562097]"
731,1419ct4d,mvtec_fcdd_20220515135348.normal_11.it_1,11,pixel-level-balanced,mvtec_gt,"[0.7695136065943993, 0.8503457627118644, 0.8422736344575656, 0.8593607670263764, 0.8638574825310558, 0.8462144632357399, 0.8844452818214272, 0.856160630414362, 0.9001117086223469, 0.8793750551941362, 0.9036448185384355, 0.9157329598506069, 0.8931389830508475, 0.8902842419248134, 0.8954034323393483, 0.8996108675777679, 0.8785748284478998, 0.8925649554976175, 0.9270868429919138, 0.9084132305023559, 0.8947834098019721, 0.9006947101939891, 0.8963806163914969, 0.92233054496248, 0.9203070265814961, 0.9198058077856693, 0.9141841570751523, 0.9092248217484216, 0.9293079481877469, 0.9093016949152541, 0.8924707814160147, 0.9257094363477343, 0.9209274722013865, 0.9150802681756672, 0.8963503557868798, 0.9372151105762494, 0.9251989707378373, 0.8985499446426375, 0.9112079755813698, 0.9444172297297297, 0.924124732635371, 0.9278319669678654, 0.9228456759749046, 0.9416748924642088, 0.9191882557554876, 0.9270512978226103, 0.9118218480468635, 0.9295039365235576, 0.9310169491525424, 0.9377409198002753, 0.9293349973901857]"
734,bfmf7rr3,mvtec_fcdd_20220515135339.normal_3.it_1,3,pixel-level-balanced,mvtec_gt,"[0.9884364620494526, 0.9933491525423729, 0.9900275935518227, 0.994732894270477, 0.9747335715895553, 0.9917806074522493, 0.9825876320280611, 0.988574635241302, 0.9884047538392051, 0.9921737464768177, 0.9929016886624652, 0.9913710538077734, 0.994528813559322, 0.9909167483845012, 0.9906953610248447, 0.9887761835831063, 0.9955576969404962, 0.9903259054378457, 0.9716081363515942, 0.9934505839715831, 0.9947525423728814, 0.9909921802318272, 0.9915148214653675, 0.9900766692546584, 0.9957586012408347, 0.9924505292801288, 0.9819147190510795, 0.9781518717688931, 0.9919387185315098, 0.9828393013031749, 0.9949101980563415, 0.9928869140987637, 0.9940537517294162, 0.9749133970305653, 0.9913963182175545, 0.991771115627823, 0.9667848432274773, 0.9901351351351352, 0.989870311676668, 0.9889877100866311, 0.9919828306022336, 0.9925651986714232, 0.9865900383141762, 0.9900890576281605, 0.9921842300138446, 0.9925220338983051, 0.9923457627118644, 0.9918262909129677, 0.9920545872038409, 0.9856185095759394, 0.9898025124002735]"
736,1wg91p5g,mvtec_fcdd_20220515135348.normal_11.it_0,11,pixel-level-balanced,mvtec_gt,"[0.8097169902443736, 0.8312083454071284, 0.830821749292656, 0.8584621169392743, 0.8549895684380787, 0.8659912848345683, 0.8920246990078607, 0.8829572464886556, 0.9003184861601473, 0.904806779661017, 0.914613346181643, 0.907418630751964, 0.9155526663393246, 0.9121911070564436, 0.925579378463021, 0.9243810462830765, 0.9306033898305084, 0.942814265658822, 0.9068985311000559, 0.9346321810800836, 0.9417149921992287, 0.9311471549262607, 0.9352543310452339, 0.9378680203045685, 0.9517926103746999, 0.9273198274210761, 0.9428946685437, 0.9411201014475001, 0.935831958462733, 0.9376745762711864, 0.9565405926282824, 0.9369016949152543, 0.9334375, 0.9470344963866306, 0.94599581744372, 0.9333124054219388, 0.9448091014547053, 0.9418332204155374, 0.939447735689732, 0.9592318059299191, 0.9533295732280505, 0.937007934555296, 0.9383380489605118, 0.9523196255629802, 0.9536027220105256, 0.9515027523475905, 0.9612430933716315, 0.9386468535404706, 0.9517229729729729, 0.9316481978120503, 0.9461279372633368]"
741,16pvk2ic,mvtec_fcdd_20220515135348.normal_10.it_2,10,pixel-level-balanced,mvtec_gt,"[0.9738089499477786, 0.9886345757632515, 0.9866922864222928, 0.9900909465567886, 0.9887079786042565, 0.9887254535951616, 0.988487023363456, 0.9933598256180157, 0.9908452452452452, 0.9916361529173896, 0.9900398608592079, 0.9923595277720935, 0.9935497056899935, 0.9935052666764631, 0.9908334271648782, 0.989665886167147, 0.9873928416811117, 0.9893390777220312, 0.9950376285780012, 0.9903966690544413, 0.9899155656540155, 0.9914250684998488, 0.9943608779679225, 0.9917029329453971, 0.9903121636167922, 0.9923386681762042, 0.9920447470290463, 0.9929196467194686, 0.9905474521362067, 0.9906066430253647, 0.9910179892896429, 0.9850779464026143, 0.9924703613060408, 0.9914012769430176, 0.9895944139160877, 0.9902223765042497, 0.9933121941797579, 0.9918083956079621, 0.991889427460767, 0.9919318608826354, 0.9935415977532609, 0.9922500857908936, 0.991571018651363, 0.9891581811551516, 0.9916613479869445, 0.992428296418817, 0.9870487246566384, 0.9930550779130461, 0.9936216481360366, 0.9897030209933435, 0.9912188215453148]"
742,t8fmug6e,mvtec_fcdd_20220515135339.normal_3.it_0,3,pixel-level-balanced,mvtec_gt,"[0.986567727974083, 0.9921204156969745, 0.9945804754966416, 0.9953741496598639, 0.9931026889289113, 0.9947659334461365, 0.9964624170396665, 0.9939677186220188, 0.9781810385963942, 0.9911966416533399, 0.99340614053163, 0.9922372403715687, 0.9923155203005949, 0.9949398712737128, 0.9947118644067796, 0.9954422687373395, 0.9908639609196561, 0.997339374435411, 0.9907125112917796, 0.9945497872608159, 0.9934716007717896, 0.9944160317294646, 0.9786824324324324, 0.9941422714729341, 0.9925423728813559, 0.9933446136491821, 0.981266891891892, 0.9961393510432944, 0.991205574029357, 0.976873852807322, 0.9953401360544218, 0.9949506143098048, 0.993922831933723, 0.9926717085970057, 0.9903558141221225, 0.9964783762420958, 0.9868271186440678, 0.9917271497109115, 0.9946538320208083, 0.993211391033185, 0.9912862467928547, 0.9932500843739452, 0.9911712398373983, 0.9900122286175259, 0.9936951547610067, 0.9927450316169828, 0.9898627491911074, 0.9941710917854905, 0.9853832807268025, 0.9918867845795256, 0.9921507603236209]"
746,2c8nzgqg,mvtec_fcdd_20220515135348.normal_10.it_1,10,pixel-level-balanced,mvtec_gt,"[0.5901200876902821, 0.8461739567621921, 0.9565154259424843, 0.9655722694571616, 0.9800737568403521, 0.9805380069288772, 0.9800400693992478, 0.9816792020928712, 0.9769949545545619, 0.988166060981803, 0.9813989842402936, 0.9840824660263081, 0.9833499999999998, 0.9844749697298651, 0.9876134233585638, 0.9833957786553509, 0.9873476702508961, 0.9834041044957642, 0.9832542994844495, 0.9842259071102432, 0.9781673980934912, 0.9818988158831908, 0.9832348283656286, 0.9807786246648927, 0.982920339353607, 0.9912970419712159, 0.9804922180681369, 0.9851549634623302, 0.9850226280331554, 0.986934270765206, 0.9918984510694996, 0.9854150887822941, 0.9881280284778431, 0.9860476830383011, 0.9860009487753598, 0.9859876053351097, 0.9835875, 0.9801868322221898, 0.9858004969826056, 0.9908931118809863, 0.9815013289891109, 0.9847531907986491, 0.9839978923297333, 0.9837925794628264, 0.9838800750441704, 0.988337543447721, 0.983438521909745, 0.9851546127881494, 0.9850734693259889, 0.9821826914018689, 0.9859055663423179]"
747,qkodel65,mvtec_fcdd_20220515135339.normal_2.it_2,2,pixel-level-balanced,mvtec_gt,"[0.8448682087767964, 0.8389683223554497, 0.857037037037037, 0.8907325021985412, 0.8983529411764706, 0.8693754197447952, 0.8915261319188942, 0.897971573114912, 0.9006906005897264, 0.8893844211064755, 0.9297782892949056, 0.9557537012113055, 0.9164103575946795, 0.922887061675746, 0.9569472502805837, 0.9455651954177898, 0.9401029014214348, 0.9554500551479403, 0.9355925205619358, 0.9458878100365313, 0.9475620654835828, 0.9317316308243727, 0.9581150228268529, 0.9332930070207449, 0.9400470588235293, 0.9488800230724861, 0.9377613445378151, 0.9591067751310773, 0.9687458924216091, 0.9712349416352107, 0.9697530864197532, 0.9590917918748566, 0.9379060259856631, 0.9396901267477606, 0.967461917562724, 0.9362109588087141, 0.9482666296457894, 0.9012341319585445, 0.9711991102374424, 0.9716315909560078, 0.9414328252252964, 0.9704151626643763, 0.9567554147011144, 0.9381304640215198, 0.937598204264871, 0.9313713708902134, 0.961195250544026, 0.9516638655462184, 0.9489897285949918, 0.9272560828715972, 0.9465093938995914]"
752,1g9rugm2,mvtec_fcdd_20220515135348.normal_10.it_0,10,pixel-level-balanced,mvtec_gt,"[0.9461570065490936, 0.9855782004830917, 0.9893987468071519, 0.9878404076771067, 0.9868331176151309, 0.9871618992342648, 0.9872942514456048, 0.9890370408965756, 0.9912720732504905, 0.9895735636912107, 0.991336445743706, 0.9880221603006828, 0.9865664167185512, 0.9871521453737864, 0.9876364588332824, 0.9893630131211124, 0.989616445232813, 0.9889608162565378, 0.9882138138138139, 0.9819769799025985, 0.9911793708276975, 0.9875804946227482, 0.9894053830401975, 0.9876910552631626, 0.9906597365170853, 0.9862018070981624, 0.9888320571411277, 0.9886489923228794, 0.9885587531375869, 0.9886622366540765, 0.9875645179387921, 0.9881968551468386, 0.9806421043782624, 0.9843155161886773, 0.9872218045179604, 0.9894090354373408, 0.9904248462317925, 0.986749680715198, 0.9854898658848313, 0.9866307582102711, 0.9852162327940429, 0.9892121536779582, 0.9848727576558501, 0.9834322960530506, 0.9905981440320804, 0.9837519988554685, 0.9904362005969536, 0.9879909856257275, 0.9882098412796443, 0.9878623826563089, 0.9860859966284115]"
753,3hnmobgt,mvtec_fcdd_20220515135339.normal_2.it_1,2,pixel-level-balanced,mvtec_gt,"[0.8688053561492644, 0.8916554508748318, 0.875924059139785, 0.8883082171688088, 0.9082602339181286, 0.9064600134408602, 0.884534528578795, 0.8647162301432176, 0.8440507660177301, 0.8682203832449309, 0.9038008745375041, 0.8316600703350782, 0.8378695203054817, 0.8136744966442953, 0.8751562199577004, 0.8394050348221949, 0.8796668902302704, 0.8415148448043185, 0.7999062680253797, 0.9017277105734768, 0.889581501215664, 0.8952169825555079, 0.895690756302521, 0.9076981495815746, 0.8612091173835126, 0.7707956132636697, 0.8935885874466258, 0.8786342123056119, 0.870953819594303, 0.8699530340969964, 0.8886280646844026, 0.9263538677574944, 0.8202768632739678, 0.8001907968574636, 0.8681762008354527, 0.8555247535842294, 0.8748821548821549, 0.7877933723766266, 0.9035025210084033, 0.8878338848127367, 0.8182681215150932, 0.8577208361429535, 0.7949446250825328, 0.7984060402684563, 0.8455297763437366, 0.8762592343854936, 0.8577543841498112, 0.8301954215522055, 0.896221880407614, 0.8330156594536009, 0.8354955284216748]"
758,yfhd76o6,mvtec_fcdd_20220515135339.normal_2.it_0,2,pixel-level-balanced,mvtec_gt,"[0.9148634002317151, 0.9315076164874553, 0.9189053055742108, 0.9386195286195286, 0.954852309761523, 0.9405578070165908, 0.9553746085280654, 0.9586857112590266, 0.9617537942664418, 0.9804582774798928, 0.9775490145362371, 0.9665502152996205, 0.9754472254174765, 0.9779226890756302, 0.9777891558819894, 0.9487453446486355, 0.9631843452222056, 0.982090212264151, 0.9668878808243727, 0.9723094448744725, 0.9380447776784783, 0.9566344009667253, 0.9735385064443451, 0.9301336281484329, 0.9734179960955217, 0.9754975004806767, 0.9697205106022353, 0.9460648336215601, 0.9643208630763289, 0.9662020218433361, 0.978292491887658, 0.9269471747163033, 0.9741606745641715, 0.9468703484392486, 0.9697071316789627, 0.9625028058361392, 0.9527632237440125, 0.966737364854379, 0.913978494623656, 0.9862138533960995, 0.9298535146266302, 0.9523017278222113, 0.9743564317163143, 0.9281481481481481, 0.9620436974789917, 0.983322102425876, 0.965223034031917, 0.9782365106222974, 0.9809903176825541, 0.9727402553763441, 0.9569472897077856]"
759,3iq3fv6c,mvtec_fcdd_20220515135348.normal_9.it_2,9,pixel-level-balanced,mvtec_gt,"[0.9374254212209442, 0.9545129110782301, 0.9479799666110184, 0.9521739130434782, 0.948069304567801, 0.8775237458832514, 0.9657648630594523, 0.957056856187291, 0.9571929238985313, 0.9635381874860833, 0.9219365609348915, 0.9235392320534224, 0.8787170063481456, 0.9861714572192514, 0.9452794477844578, 0.9776254180602008, 0.9760075706969494, 0.9988325550366911, 0.9645360480640854, 0.9239027950971745, 0.9643175239367624, 0.9327955706171542, 0.9160200668896321, 0.9765207219251337, 0.9209209209209209, 0.9764689036322848, 0.9491065789962481, 0.9923205342237063, 0.9940814280941244, 0.9787767379679145, 0.9412600267379679, 0.9378760026737968, 0.855559265442404, 0.9869234625668449, 0.8936915887850467, 0.952571810287241, 0.9827874331550802, 0.9241427987666704, 0.9944388833277723, 0.8783840240641712, 0.8913357802246691, 0.9860434056761269, 0.802258627735057, 0.9705464572192514, 0.9767224080267559, 0.9108216432865732, 0.898019719251337, 0.989767545323101, 0.9525161433979069, 0.9738914610281133, 0.9343420992984554]"
763,mt7woc92,mvtec_fcdd_20220515135339.normal_1.it_2,1,pixel-level-balanced,mvtec_gt,"[0.8960141219052705, 0.9056294478879706, 0.9256865453796463, 0.9256019566989764, 0.9322080423356613, 0.9503280557969446, 0.9275127678618438, 0.9508914269392733, 0.9477333080799113, 0.9408279735483286, 0.9331793824199899, 0.9421672897032239, 0.9586140620266784, 0.9499354954601869, 0.9558026435273937, 0.938887366401754, 0.9344558991981673, 0.9523937367571073, 0.9446036778693723, 0.9447074067218448, 0.9499868832610232, 0.9209469920671658, 0.9406276241719279, 0.9384495856353591, 0.9334300123773807, 0.9246181226157602, 0.9452020426202046, 0.9588452088452089, 0.9193242316303329, 0.9384978017018004, 0.930538448165533, 0.9306350212881601, 0.9343009675224789, 0.951001492194674, 0.9616838487972509, 0.9463354920233771, 0.9444056651701077, 0.9197818071539161, 0.9541864385614386, 0.926187064877409, 0.9403166112026871, 0.9387655200035601, 0.9598497133017938, 0.9787014771556166, 0.9236864150961057, 0.9454922945205481, 0.9462571036645111, 0.9360130084018399, 0.9173892808152067, 0.9459661503498594, 0.9158367991239569]"
765,1rqenaga,mvtec_fcdd_20220515135348.normal_9.it_1,9,pixel-level-balanced,mvtec_gt,"[0.9142296122994652, 0.9381672191976642, 0.9622859576021168, 0.9719532554257095, 0.9714237967914439, 0.9772954924874792, 0.9104639519359146, 0.9085007875519068, 0.9331774139659204, 0.9548796791443851, 0.9682274247491639, 0.896285118116104, 0.9041637519389276, 0.9230050083472454, 0.918726341572033, 0.9181120747164777, 0.9131886477462438, 0.9582637032085561, 0.9313636580592812, 0.963186077643909, 0.9545758183032732, 0.9370951585976628, 0.9410046728971962, 0.9651988636363635, 0.9620663902552085, 0.9392320534223706, 0.9359599332220367, 0.9625793518209155, 0.9834112669784012, 0.9878524462275715, 0.949983305509182, 0.9560601001669449, 0.9708389037433156, 0.8985990660440294, 0.983103431817097, 0.928475935828877, 0.9437249331550802, 0.9884474123539232, 0.9806835894010243, 0.9648203870871874, 0.9602481827306184, 0.9579017707985299, 0.9871409485637943, 0.9671008684034736, 0.953389168062535, 0.9373622704507513, 0.9916949071643358, 0.9682115412152165, 0.9560494652406417, 0.9842118949440916, 0.9557021954226746]"
