,runid,name,it,net,bias,cuda,load,test,epochs,logdir,readme,datadir,dataset,preproc,resdown,workers,oe_limit,quantile,gauss_std,loss_mode,batch_size,noise_mode,acc_batches,normal_class,weight_decay,blur_heatmaps,learning_rate,nominal_label,log_start_time,lr_sched_param,optimizer_type,scheduler_type,supervise_mode,log_start_time_str,normal_class_label,_runtime,_timestamp,test_rocauc,lr,loss,_step,epoch,_wandb,loss_normal,loss_anomalous
117,1nakdffx,mvtec_fcdd_20220526104504.normal_10.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_10/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,10,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,tile,4213.0,1653590828.0,0.9900335598139848,0.0004768428712720824,0.12333934009075163,50.0,49.0,{'runtime': 4212},,
118,2ffl7myh,mvtec_fcdd_20220526104454.normal_2.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_2/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,2,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,capsule,4193.0,1653590790.0,0.957199541833982,0.0004768428712720824,0.15011286735534668,50.0,49.0,{'runtime': 4192},,
119,2jouc3x8,mvtec_fcdd_20220526121753.normal_9.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121753/normal_9/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,9,0.0001,False,0.001,0,1653560273,[0.985],sgd,lambda,noise,20220526121753,screw,4141.0,1653587808.0,0.9205765444481592,0.0004768428712720824,0.08636236190795898,49.0,49.0,,,
120,2fh0dq6j,mvtec_fcdd_20220526121744.normal_2.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121744/normal_2/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,2,0.0001,False,0.001,0,1653560264,[0.985],sgd,lambda,noise,20220526121744,capsule,4308.0,1653587958.0,0.9531923990528156,0.0004768428712720824,0.14993825554847717,50.0,49.0,{'runtime': 4307},,
121,1sayanrj,mvtec_fcdd_20220526104504.normal_10.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_10/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,10,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,tile,4105.0,1653586608.0,0.98910181940812,0.0004768428712720824,0.12411278486251832,50.0,49.0,{'runtime': 4099},,
122,23u1yth0,mvtec_fcdd_20220526141117.normal_1.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_1/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,1,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,cable,6063.0,1653588511.0,0.9035726835495936,0.0004768428712720824,0.2015720307826996,50.0,49.0,{'runtime': 6059},,
123,2pfca3ri,mvtec_fcdd_20220526104454.normal_2.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_2/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,2,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,capsule,4175.0,1653586589.0,0.8984312035171221,0.0004768428712720824,0.10069256275892258,50.0,49.0,{'runtime': 4175},,
124,31gtu61n,mvtec_fcdd_20220526104525.normal_1.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_1/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,1,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,cable,6332.0,1653588367.0,0.9101986702200544,0.0004768428712720824,0.16126534342765808,50.0,49.0,{'runtime': 6327},,
125,wwmf8sn2,mvtec_fcdd_20220526104535.normal_9.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_9/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,9,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,screw,6904.0,1653588792.0,0.8657175833125851,0.0004768428712720824,0.1482795476913452,50.0,49.0,{'runtime': 6903},,
126,2tj0k4at,mvtec_fcdd_20220526141124.normal_8.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_8/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,8,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,pill,6768.0,1653587498.0,0.8780028078967447,0.0004768428712720824,0.15858697891235352,50.0,49.0,{'runtime': 6763},,
127,3utmoe4n,mvtec_fcdd_20220526121744.normal_1.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121744/normal_1/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,1,0.0001,False,0.001,0,1653560264,[0.985],sgd,lambda,noise,20220526121744,cable,4274.0,1653583643.0,0.9269643886944724,0.0004768428712720824,0.11680057644844057,50.0,49.0,{'runtime': 4268},,
128,1lz10k8e,mvtec_fcdd_20220526121753.normal_9.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121753/normal_9/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,9,0.0001,False,0.001,0,1653560273,[0.985],sgd,lambda,noise,20220526121753,screw,4453.0,1653583660.0,0.9484492232451232,0.0004768428712720824,0.10144546627998352,50.0,49.0,{'runtime': 4452},,
129,1segv8sh,mvtec_fcdd_20220526104454.normal_2.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_2/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,2,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,capsule,4340.0,1653582406.0,0.9633430519671612,0.0004768428712720824,0.13691508769989014,50.0,49.0,{'runtime': 4334},,
130,2jhs4s5a,mvtec_fcdd_20220526104504.normal_9.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_9/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,9,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,screw,4532.0,1653582494.0,0.953651003179774,0.0004768428712720824,0.09610311686992644,50.0,49.0,{'runtime': 4531},,
131,2x1bcxxy,mvtec_fcdd_20220526141117.normal_0.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_0/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,0,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,bottle,5112.0,1653582440.0,0.9573828242354584,0.0004768428712720824,0.16634516417980194,50.0,49.0,{'runtime': 5110},,
132,35jf29lt,mvtec_fcdd_20220526104525.normal_1.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_1/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,1,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,cable,5821.0,1653582015.0,0.912776294641979,0.0004768428712720824,0.13573409616947174,50.0,49.0,{'runtime': 5816},,
133,1qavtln2,mvtec_fcdd_20220526121744.normal_1.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121744/normal_1/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,1,0.0001,False,0.001,0,1653560264,[0.985],sgd,lambda,noise,20220526121744,cable,4169.0,1653579360.0,0.9118641366707028,0.0004768428712720824,0.1166563332080841,50.0,49.0,{'runtime': 4164},,
134,hk9eye0x,mvtec_fcdd_20220526104535.normal_9.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_9/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,9,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,screw,6852.0,1653581870.0,0.8566895327526001,0.0004768428712720824,0.14437514543533325,50.0,49.0,{'runtime': 6847},,
135,102dwxlo,mvtec_fcdd_20220526121753.normal_9.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121753/normal_9/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,9,0.0001,False,0.001,0,1653560273,[0.985],sgd,lambda,noise,20220526121753,screw,4436.0,1653579200.0,0.9220385445211554,0.0004768428712720824,0.12394870817661284,50.0,49.0,{'runtime': 4435},,
136,3vt51m9t,mvtec_fcdd_20220526141124.normal_8.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_8/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,8,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,pill,6859.0,1653580720.0,0.8763411208780019,0.0004768428712720824,0.1543019711971283,50.0,49.0,{'runtime': 6855},,
137,r3x49m5f,mvtec_fcdd_20220526104454.normal_1.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_1/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,1,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,cable,4210.0,1653578058.0,0.9417582867828066,0.0004768428712720824,0.1656591296195984,50.0,49.0,{'runtime': 4204},,
138,9z0ba7b9,mvtec_fcdd_20220526104504.normal_9.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_9/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,9,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,screw,4451.0,1653577955.0,0.9488901787976436,0.0004768428712720824,0.07937302440404892,50.0,49.0,{'runtime': 4450},,
139,3vs1qyw4,mvtec_fcdd_20220526141117.normal_0.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_0/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,0,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,bottle,4994.0,1653577320.0,0.9560957490859626,0.0004768428712720824,0.1566852629184723,50.0,49.0,{'runtime': 4991},,
140,2uuc1ys0,mvtec_fcdd_20220526121744.normal_1.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121744/normal_1/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,1,0.0001,False,0.001,0,1653560264,[0.985],sgd,lambda,noise,20220526121744,cable,4314.0,1653575182.0,0.9259044211139036,0.0004768428712720824,0.14412814378738403,50.0,49.0,{'runtime': 4309},,
141,cwtjdmun,mvtec_fcdd_20220526104525.normal_1.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_1/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,1,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,cable,6036.0,1653576185.0,0.9004840275045961,0.0004768428712720824,0.1980421543121338,50.0,49.0,{'runtime': 6035},,
142,3fz9ygki,mvtec_fcdd_20220526121753.normal_8.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121753/normal_8/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,8,0.0001,False,0.001,0,1653560273,[0.985],sgd,lambda,noise,20220526121753,pill,4828.0,1653574757.0,0.9875781434332348,0.0004768428712720824,0.10514774918556212,50.0,49.0,{'runtime': 4823},,
143,22340vj9,mvtec_fcdd_20220526104454.normal_1.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_1/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,1,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,cable,4239.0,1653573839.0,0.8976271708237843,0.0004768428712720824,0.13907307386398315,50.0,49.0,{'runtime': 4236},,
144,3eohcydx,mvtec_fcdd_20220526104504.normal_9.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_9/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,9,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,screw,4418.0,1653573497.0,0.937258024397804,0.0004768428712720824,0.09095225483179092,50.0,49.0,{'runtime': 4412},,
145,9s0t9mov,mvtec_fcdd_20220526104535.normal_8.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_8/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,8,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,pill,6708.0,1653575008.0,0.8699120567024443,0.0004768428712720824,0.1598597913980484,50.0,49.0,{'runtime': 6705},,
146,1jbumy31,mvtec_fcdd_20220526121744.normal_0.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121744/normal_0/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,0,0.0001,False,0.001,0,1653560264,[0.985],sgd,lambda,noise,20220526121744,bottle,3498.0,1653570858.0,0.9821090011744674,0.0004768428712720824,0.15443190932273865,50.0,49.0,{'runtime': 3494},,
147,1x0nbig4,mvtec_fcdd_20220526141124.normal_8.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_8/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,8,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,pill,6766.0,1653573852.0,0.8837315124817636,0.0004768428712720824,0.17183496057987213,50.0,49.0,{'runtime': 6767},,
148,bhxianb1,mvtec_fcdd_20220526141117.normal_0.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_0/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,0,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,bottle,5235.0,1653572314.0,0.9547009176393988,0.0004768428712720824,0.181054025888443,50.0,49.0,{'runtime': 5237},,
149,n795pkxm,mvtec_fcdd_20220526104454.normal_1.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_1/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,1,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,cable,4305.0,1653569590.0,0.9082796710416012,0.0004768428712720824,0.1032017320394516,50.0,49.0,{'runtime': 4301},,
150,1llbfljn,mvtec_fcdd_20220526104525.normal_0.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_0/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,0,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,bottle,5105.0,1653570139.0,0.9576693683160862,0.0004768428712720824,0.12893150746822357,50.0,49.0,{'runtime': 5103},,
151,3fe60pr3,mvtec_fcdd_20220526121753.normal_8.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121753/normal_8/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,8,0.0001,False,0.001,0,1653560273,[0.985],sgd,lambda,noise,20220526121753,pill,4888.0,1653569919.0,0.9830978795526444,0.0004768428712720824,0.08075721561908722,50.0,49.0,{'runtime': 4884},,
152,3rlevkks,mvtec_fcdd_20220526132635.normal_8.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526132635/normal_8/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-post-hubert,16,confetti,8,8,0.0001,False,0.001,0,1653564395,[0.985],sgd,lambda,malformed_normal_gt,20220526132635,pill,2604.0,1653567001.0,0.8116533027873234,0.0007063717163535287,0.04187710955739021,23.0,23.0,{'runtime': 2666},,
153,1v4f113t,mvtec_fcdd_20220526132630.normal_0.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526132630/normal_0/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-post-hubert,16,confetti,8,0,0.0001,False,0.001,0,1653564390,[0.985],sgd,lambda,malformed_normal_gt,20220526132630,bottle,1989.0,1653566381.0,0.9427519800190608,0.0007503923181188849,0.049378156661987305,19.0,19.0,{'runtime': 2090},,
154,1dbjaq5b,mvtec_fcdd_20220526104504.normal_8.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_8/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,8,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,pill,4787.0,1653569070.0,0.979925053089949,0.0004768428712720824,0.09033188968896866,50.0,49.0,{'runtime': 4782},,
155,7lrxbbqi,mvtec_fcdd_20220526121744.normal_0.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121744/normal_0/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,0,0.0001,False,0.001,0,1653560264,[0.985],sgd,lambda,noise,20220526121744,bottle,3435.0,1653567351.0,0.9718633623872408,0.0004768428712720824,0.12776795029640198,50.0,49.0,{'runtime': 3430},,
156,2ohx4132,mvtec_fcdd_20220526104454.normal_0.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_0/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,0,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,bottle,3494.0,1653565276.0,0.9730726991211748,0.0004768428712720824,0.1490323543548584,50.0,49.0,{'runtime': 3489},,
157,1tzglb5f,mvtec_fcdd_20220526104535.normal_8.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_8/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,8,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,pill,6796.0,1653568291.0,0.819731148058835,0.0004768428712720824,0.1467074453830719,50.0,49.0,{'runtime': 6792},,
158,1uzdoosm,mvtec_fcdd_20220526104519.normal_8.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104519/normal_8/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-post-hubert,16,confetti,8,8,0.0001,False,0.001,0,1653554719,[0.985],sgd,lambda,malformed_normal_gt,20220526104519,pill,3113.0,1653564312.0,0.866678105696637,0.0004841044378396776,0.03595161810517311,48.0,48.0,{'runtime': 3175},,
159,28lwvcqd,mvtec_fcdd_20220526121753.normal_8.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121753/normal_8/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,8,0.0001,False,0.001,0,1653560273,[0.985],sgd,lambda,noise,20220526121753,pill,4749.0,1653565023.0,0.9763421777847472,0.0004768428712720824,0.08309200406074524,50.0,49.0,{'runtime': 4748},,
160,1hhyzii2,mvtec_fcdd_20220526121744.normal_0.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526121744/normal_0/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,0,0.0001,False,0.001,0,1653560264,[0.985],sgd,lambda,noise,20220526121744,bottle,3640.0,1653563905.0,0.9739756248400828,0.0004768428712720824,0.14516478776931763,50.0,49.0,{'runtime': 3641},,
161,3jwn9b8p,mvtec_fcdd_20220526104525.normal_0.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_0/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,0,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,bottle,4976.0,1653565025.0,0.9580369424450824,0.0004768428712720824,0.13931040465831757,50.0,49.0,{'runtime': 4973},,
162,1vwkam3y,mvtec_fcdd_20220526104510.normal_0.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104510/normal_0/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-post-hubert,16,confetti,8,0,0.0001,False,0.001,0,1653554710,[0.985],sgd,lambda,malformed_normal_gt,20220526104510,bottle,943.0,1653560953.0,0.9552262958280656,0.0008861145015425731,0.05269502475857735,8.0,8.0,{'runtime': 1045},,
163,1n94oo8o,mvtec_fcdd_20220526104504.normal_8.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_8/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,8,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,pill,4800.0,1653564274.0,0.972439286659596,0.0004768428712720824,0.07545322179794312,50.0,49.0,{'runtime': 4796},,
164,15s887m4,mvtec_fcdd_20220526120245.normal_8.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526120245/normal_8/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-post-hubert,16,mvtec_gt,8,8,0.0001,False,0.001,0,1653559365,[0.985],sgd,lambda,noise,20220526120245,pill,219.0,1653559586.0,0.9665364513088708,0.000985,0.12032872438430786,1.0,1.0,{'runtime': 302},,
165,2j2t22q1,mvtec_fcdd_20220526120239.normal_0.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526120239/normal_0/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-post-hubert,16,mvtec_gt,8,0,0.0001,False,0.001,0,1653559359,[0.985],sgd,lambda,noise,20220526120239,bottle,860.0,1653560220.0,0.9616655651024456,0.0007391364333471015,0.0534890741109848,20.0,20.0,{'runtime': 893},,
166,50k94ngz,mvtec_fcdd_20220526104454.normal_0.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_0/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,0,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,bottle,3456.0,1653561774.0,0.9680296663997066,0.0004768428712720824,0.15965555608272552,50.0,49.0,{'runtime': 3453},,
167,15u2g3ta,mvtec_fcdd_20220526104448.normal_8.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104448/normal_8/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-post-hubert,16,mvtec_gt,8,8,0.0001,False,0.001,0,1653554688,[0.985],sgd,lambda,noise,20220526104448,pill,1265.0,1653559303.0,0.9895047545686358,0.0006649335149312917,0.02656352706253529,27.0,27.0,{'runtime': 1308},,
168,1ne2ncg6,mvtec_fcdd_20220526104535.normal_8.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_8/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,8,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,pill,6747.0,1653561485.0,0.8640615712864202,0.0004768428712720824,0.15791812539100647,50.0,49.0,{'runtime': 6748},,
